fpr,tpr,threshold
0.48,0.8032407407407407,0.35166215896606445
0.4848,0.8032407407407407,0.35029199719429016
0.4848,0.8101851851851852,0.349371075630188
0.4864,0.8101851851851852,0.3493231534957886
0.4864,0.8125,0.34884345531463623
0.4944,0.8125,0.34525543451309204
0.4944,0.8148148148148148,0.34517017006874084
0.4976,0.8148148148148148,0.3439374566078186
0.4976,0.8171296296296297,0.3418920338153839
0.4992,0.8171296296296297,0.3406204581260681
0.4992,0.8194444444444444,0.33949220180511475
0.5024,0.8194444444444444,0.3389590382575989
0.5024,0.8310185185185185,0.3364386260509491
0.5056,0.8310185185185185,0.3349970281124115
0.5056,0.8333333333333334,0.33478718996047974
0.5072,0.8333333333333334,0.3340562880039215
0.5072,0.8356481481481481,0.3340007960796356
0.5184,0.8356481481481481,0.3262457549571991
0.5184,0.8379629629629629,0.3261834681034088
0.5264,0.8379629629629629,0.3219212591648102
0.5264,0.8425925925925926,0.31905558705329895
0.544,0.8425925925925926,0.3049173951148987
0.544,0.8449074074074074,0.304194837808609
0.5456,0.8449074074074074,0.30273494124412537
0.5456,0.8472222222222222,0.30007457733154297
0.5472,0.8472222222222222,0.29977869987487793
0.5472,0.8495370370370371,0.29973411560058594
0.5504,0.8495370370370371,0.29797446727752686
0.5504,0.8518518518518519,0.29777005314826965
0.5584,0.8518518518518519,0.2935580313205719
0.5584,0.8541666666666666,0.2924768924713135
0.5712,0.8541666666666666,0.2860851585865021
0.5712,0.8587962962962963,0.28386378288269043
0.576,0.8587962962962963,0.28309187293052673
0.576,0.8611111111111112,0.2824014723300934
0.5792,0.8611111111111112,0.28141435980796814
0.5792,0.8634259259259259,0.280030220746994
0.5872,0.8634259259259259,0.27614524960517883
0.5872,0.8657407407407407,0.275023490190506
0.5952,0.8657407407407407,0.27049776911735535
0.5952,0.8680555555555556,0.26925426721572876
0.5968,0.8680555555555556,0.26794907450675964
0.5968,0.8703703703703703,0.26767241954803467
0.6032,0.8703703703703703,0.26472339034080505
0.6032,0.875,0.2615959048271179
0.6048,0.875,0.260712593793869
0.6048,0.8796296296296297,0.26033297181129456
0.6128,0.8796296296296297,0.2559846043586731
0.6128,0.8819444444444444,0.2554938793182373
0.6208,0.8819444444444444,0.2507772743701935
0.6208,0.8865740740740741,0.24798783659934998
0.6224,0.8865740740740741,0.24746225774288177
